SNo,Date,Account Name,Amount,Voucher No
1806,05/07/2024, POS Billing,1128,REG1966
1807,13/07/2024, POS Billing,1371,REG2070
1808,20/07/2024, POS Billing,980,REG2183
1809,03/08/2024, POS Billing,1188,REG2370
1810,10/08/2024, POS Billing,1763,REG2494
1811,17/08/2024, POS Billing,1301,REG2592
1812,24/08/2024, POS Billing,1723,REG2662
1813,31/08/2024, POS Billing,975,REG2771
1814,06/09/2024, POS Billing,3523.5,REG2873
1815,13/09/2024, POS Billing,1506.5,REG2986
1816,20/09/2024, POS Billing,943,REG3089
1817,27/09/2024, POS Billing,1111,REG3190
1818,05/10/2024, POS Billing,2017,REG3288
1819,11/10/2024, POS Billing,1174,REG3400
1820,18/10/2024, POS Billing,791,REG3497
1821,26/10/2024, POS Billing,1115,REG3610
1822,01/11/2024, POS Billing,1509,REG3690
1823,09/11/2024, POS Billing,1007,REG3793
1824,16/11/2024, POS Billing,1078,REG3893
1825,23/11/2024, POS Billing,939,REG3984
1826,30/11/2024, POS Billing,852,REG4080
1827,07/12/2024, POS Billing,807,REG4188
1828,06/05/2024, POS Billing,490,REG1050
1829,13/05/2024, POS Billing,2368,REG1164
1830,20/05/2024, POS Billing,1236,REG1267
1831,21/05/2024, POS Billing,420,REG1290
1832,27/05/2024, POS Billing,1649,REG1358
1833,03/06/2024, POS Billing,2255,REG1463
1834,10/06/2024, POS Billing,1494,REG1546
1835,17/06/2024, POS Billing,2311,REG1644
1836,24/06/2024, POS Billing,1460,REG1767
1837,01/07/2024, POS Billing,420,REG1884
1838,08/07/2024, POS Billing,2004,REG1996
1839,15/07/2024, POS Billing,2398,REG2103
1840,22/07/2024, POS Billing,1133,REG2213
1841,30/07/2024, POS Billing,1018,REG2287
1842,05/08/2024, POS Billing,2456,REG2403
1843,12/08/2024, POS Billing,645,REG2518
1844,19/08/2024, POS Billing,1715,REG2617
1845,26/08/2024, POS Billing,2805,REG2684
1846,02/09/2024, POS Billing,1545,REG2788
1847,09/09/2024, POS Billing,629,REG2901
1848,16/09/2024, POS Billing,1710,REG3005
1849,23/09/2024, POS Billing,2233,REG3106
1850,30/09/2024, POS Billing,1476,REG3197
1851,07/10/2024, POS Billing,1564,REG3311
1852,14/10/2024, POS Billing,2190,REG3409
1853,21/10/2024, POS Billing,1420,REG3514
1854,28/10/2024, POS Billing,4284,REG3627
1855,11/11/2024, POS Billing,4070,REG3817
1856,25/11/2024, POS Billing,660,REG4001
1857,09/12/2024, POS Billing,2467,REG4221
1858,01/05/2024, POS Billing,290,REG994
1859,08/05/2024, POS Billing,2083,REG1097
1860,15/05/2024, POS Billing,3225,REG1210
1861,22/05/2024, POS Billing,1168,REG1308
1862,13/06/2024, POS Billing,3296,REG1592
1863,26/06/2024, POS Billing,2110,REG1809
1864,03/07/2024, POS Billing,942,REG1925
1865,10/07/2024, POS Billing,3216,REG2030
1866,24/07/2024, POS Billing,2261,REG2249
1867,07/08/2024, POS Billing,2446,REG2449
1868,22/08/2024, POS Billing,3144,REG2628
1869,28/08/2024, POS Billing,1629,REG2734
1870,04/09/2024, POS Billing,2503,REG2839
1871,11/09/2024, POS Billing,465.5,REG2936
1872,18/09/2024, POS Billing,2771,REG3037
1873,09/10/2024, POS Billing,4430,REG3350
1874,16/10/2024, POS Billing,1454,REG3458
1875,23/10/2024, POS Billing,2442,REG3558
1876,06/11/2024, POS Billing,4317,REG3748
1877,13/11/2024, POS Billing,1826,REG3856
1878,21/11/2024, POS Billing,2556,REG3937
1879,27/11/2024, POS Billing,1290,REG4035
1880,04/12/2024, POS Billing,2304,REG4152
1881,02/05/2024, POS Billing,3682,REG999
1882,09/05/2024, POS Billing,2802,REG1109
1883,16/05/2024, POS Billing,2647,REG1215
1884,23/05/2024, POS Billing,2566,REG1312
1885,30/05/2024, POS Billing,2891,REG1415
1886,07/06/2024, POS Billing,2318,REG1531
1887,07/06/2024, POS Billing,2318,REG1528
1888,14/06/2024, POS Billing,2949,REG1598
1889,20/06/2024, POS Billing,3408,REG1704
1890,27/06/2024, POS Billing,3402,REG1818
1891,04/07/2024, POS Billing,2923,REG1933
1892,11/07/2024, POS Billing,4509,REG2039
1893,18/07/2024, POS Billing,2888,REG2155
1894,25/07/2024, POS Billing,3413,REG2261
1895,01/08/2024, POS Billing,3358,REG2342
1896,08/08/2024, POS Billing,4401,REG2453
1897,15/08/2024, POS Billing,3261,REG2559
1898,22/08/2024, POS Billing,3371,REG2637
1899,29/08/2024, POS Billing,3091,REG2740
1900,05/09/2024, POS Billing,3841,REG2866
1901,19/09/2024, POS Billing,3318,REG3047
1902,26/09/2024, POS Billing,5112,REG3150
1903,03/10/2024, POS Billing,1808,REG3246
1904,10/10/2024, POS Billing,4142,REG3364
1905,17/10/2024, POS Billing,3617,REG3469
1906,25/10/2024, POS Billing,2449,REG3587
1907,30/10/2024, POS Billing,3822,REG3662
1908,07/11/2024, POS Billing,3362,REG3755
1909,14/11/2024, POS Billing,4704,REG3862
1910,21/11/2024, POS Billing,3503,REG3946
1911,28/11/2024, POS Billing,3404,REG4049
1912,05/12/2024, POS Billing,2660,REG4159
1913,04/05/2024, POS Billing,399.5,REG1030
1914,25/05/2024, POS Billing,637.5,REG1341
1915,01/06/2024, POS Billing,666,REG1445
1916,15/06/2024, POS Billing,985,REG1630
1917,22/06/2024, POS Billing,495,REG1736
1918,29/06/2024, POS Billing,662.5,REG1849
1919,05/07/2024, POS Billing,1120.5,REG1968
1920,13/07/2024, POS Billing,620,REG2071
1921,20/07/2024, POS Billing,1069,REG2184
1922,03/08/2024, POS Billing,1601.5,REG2371
1923,10/08/2024, POS Billing,1127.5,REG2495
1924,17/08/2024, POS Billing,1049,REG2593
1925,24/08/2024, POS Billing,322,REG2663
1926,31/08/2024, POS Billing,1300,REG2773
1927,06/09/2024, POS Billing,853,REG2875
1928,13/09/2024, POS Billing,995,REG2987
1929,27/09/2024, POS Billing,1632.5,REG3191
1930,05/10/2024, POS Billing,646.5,REG3290
1931,11/10/2024, POS Billing,1037,REG3402
1932,18/10/2024, POS Billing,1013,REG3498
1933,26/10/2024, POS Billing,1579,REG3612
1934,01/11/2024, POS Billing,755,REG3692
1935,09/11/2024, POS Billing,288,REG3795
1936,16/11/2024, POS Billing,1737,REG3894
1937,23/11/2024, POS Billing,695,REG3985
1938,30/11/2024, POS Billing,1397,REG4082
1939,07/12/2024, POS Billing,715,REG4190
1940,11/05/2024, POS Billing,640,REG1145
1941,25/05/2024, POS Billing,270,REG1345
1942,07/06/2024, POS Billing,640,REG1495
1943,15/06/2024, POS Billing,270,REG1620
1944,29/06/2024, POS Billing,450,REG1851
1945,13/07/2024, POS Billing,720,REG2072
1946,24/08/2024, POS Billing,295,REG2657
1947,13/09/2024, POS Billing,745,REG2967
1948,20/09/2024, POS Billing,450,REG3073
1949,27/09/2024, POS Billing,595,REG3173
1950,04/10/2024, POS Billing,295,REG3267
1951,11/10/2024, POS Billing,385,REG3387
1952,18/10/2024, POS Billing,810,REG3501
1953,25/10/2024, POS Billing,620,REG3590
1954,01/11/2024, POS Billing,760,REG3679
1955,09/11/2024, POS Billing,550,REG3781
1956,23/11/2024, POS Billing,760,REG3970
1957,30/11/2024, POS Billing,465,REG4084
1958,02/05/2024, POS Billing,872,REG1007
1959,09/05/2024, POS Billing,692,REG1112
1960,16/05/2024, POS Billing,1478,REG1222
1961,23/05/2024, POS Billing,638,REG1315
1962,07/06/2024, POS Billing,782,REG1526
1963,08/06/2024, POS Billing,758,REG1544
1964,14/06/2024, POS Billing,3834,REG1614
1965,20/06/2024, POS Billing,692,REG1708
1966,27/06/2024, POS Billing,1303,REG1821
1967,04/07/2024, POS Billing,2852,REG1936
1968,11/07/2024, POS Billing,1979,REG2042
1969,18/07/2024, POS Billing,2258,REG2157
1970,25/07/2024, POS Billing,290,REG2266
1971,01/08/2024, POS Billing,1122,REG2341
1972,08/08/2024, POS Billing,3916,REG2456
1973,15/08/2024, POS Billing,2246,REG2561
1974,22/08/2024, POS Billing,2785,REG2632
1975,22/08/2024, POS Billing,1030,REG2618
1976,24/08/2024, POS Billing,290,REG2680
1977,29/08/2024, POS Billing,3612,REG2743
1978,04/09/2024, POS Billing,1490,REG2857
1979,12/09/2024, POS Billing,1795,REG2963
1980,26/09/2024, POS Billing,1216,REG3152
1981,03/10/2024, POS Billing,2328,REG3248
1982,10/10/2024, POS Billing,6358,REG3365
1983,17/10/2024, POS Billing,2523,REG3488
1984,24/10/2024, POS Billing,1780,REG3568
1985,30/10/2024, POS Billing,372,REG3664
1986,04/11/2024, POS Billing,17119,REG3714
1987,07/11/2024, POS Billing,5000,REG3757
1988,21/11/2024, POS Billing,1574,REG3948
1989,28/11/2024, POS Billing,1136,REG4057
1990,05/12/2024, POS Billing,6150,REG4161
1991,07/05/2024, POS Billing,1106,REG1085
1992,14/05/2024, POS Billing,1032,REG1195
1993,28/05/2024, POS Billing,26457,REG1394
1994,25/06/2024, POS Billing,810,REG1793
1995,16/07/2024, POS Billing,276,REG2129
1996,23/07/2024, POS Billing,1464,REG2236
1997,31/07/2024, POS Billing,4560,REG2321
1998,06/08/2024, POS Billing,1948,REG2429
1999,27/08/2024, POS Billing,15513,REG2716
2000,10/09/2024, POS Billing,1336,REG2921
2001,25/09/2024, POS Billing,684,REG3128
2002,01/10/2024, POS Billing,8548,REG3227
2003,08/10/2024, POS Billing,898,REG3334
2004,16/10/2024, POS Billing,1162,REG3449
2005,22/10/2024, POS Billing,1022,REG3543
2006,29/10/2024, POS Billing,10815,REG3644
2007,12/11/2024, POS Billing,1976,REG3836
2008,26/11/2024, POS Billing,217,REG4018
2009,03/12/2024, POS Billing,17178,REG4138
2010,29/05/2024, POS Billing,5380,REG1410
2011,10/07/2024, POS Billing,10271,REG2032
2012,28/08/2024, POS Billing,7006,REG2735
2013,09/10/2024, POS Billing,7199,REG3352
2014,02/05/2024, POS Billing,2954,REG1017
2015,09/05/2024, POS Billing,2330,REG1132
2016,16/05/2024, POS Billing,2413,REG1231
2017,24/05/2024, POS Billing,1927,REG1334
2018,30/05/2024, POS Billing,3151,REG1434
2019,14/06/2024, POS Billing,2311,REG1605
2020,20/06/2024, POS Billing,2733,REG1725
2021,27/06/2024, POS Billing,1634,REG1839
2022,11/07/2024, POS Billing,2445,REG2062
2023,18/07/2024, POS Billing,2051,REG2174
2024,25/07/2024, POS Billing,2172,REG2283
2025,01/08/2024, POS Billing,2182,REG2350
2026,08/08/2024, POS Billing,2445,REG2463
2027,15/08/2024, POS Billing,2654,REG2579
2028,22/08/2024, POS Billing,1769,REG2652
2029,29/08/2024, POS Billing,2606,REG2762
2030,04/09/2024, POS Billing,2546,REG2852
2031,12/09/2024, POS Billing,2645,REG2965
2032,19/09/2024, POS Billing,2028,REG3065
2033,26/09/2024, POS Billing,1856,REG3171
2034,03/10/2024, POS Billing,3678,REG3263
2035,10/10/2024, POS Billing,3605,REG3385
2036,17/10/2024, POS Billing,2635,REG3485
2037,24/10/2024, POS Billing,2481,REG3585
2038,07/11/2024, POS Billing,3668,REG3763
2039,15/11/2024, POS Billing,1773,REG3884
2040,28/11/2024, POS Billing,3564,REG4068
2041,05/12/2024, POS Billing,1928,REG4182
2042,02/05/2024, POS Billing,3664,REG1000
2043,09/05/2024, POS Billing,4465,REG1110
2044,17/05/2024, POS Billing,4388,REG1238
2045,23/05/2024, POS Billing,3183,REG1313
2046,30/05/2024, POS Billing,3287,REG1416
2047,07/06/2024, POS Billing,2682,REG1527
2048,14/06/2024, POS Billing,3859,REG1599
2049,20/06/2024, POS Billing,3565,REG1705
2050,27/06/2024, POS Billing,2879,REG1819
2051,04/07/2024, POS Billing,4267,REG1934
2052,11/07/2024, POS Billing,2612,REG2040
2053,18/07/2024, POS Billing,4558,REG2156
2054,25/07/2024, POS Billing,4267,REG2263
2055,01/08/2024, POS Billing,3461,REG2339
2056,08/08/2024, POS Billing,5047,REG2454
2057,15/08/2024, POS Billing,5940,REG2560
2058,22/08/2024, POS Billing,4688,REG2634
2059,29/08/2024, POS Billing,3321,REG2741
2060,04/09/2024, POS Billing,5557,REG2858
2061,12/09/2024, POS Billing,4331,REG2944
2062,19/09/2024, POS Billing,2169.5,REG3049
2063,26/09/2024, POS Billing,2188,REG3151
2064,03/10/2024, POS Billing,3365,REG3247
2065,10/10/2024, POS Billing,5652,REG3363
2066,17/10/2024, POS Billing,4667,REG3470
2067,25/10/2024, POS Billing,5888,REG3588
2068,30/10/2024, POS Billing,3758,REG3663
2069,07/11/2024, POS Billing,3156,REG3756
2070,14/11/2024, POS Billing,3041,REG3863
2071,21/11/2024, POS Billing,4692,REG3947
2072,28/11/2024, POS Billing,3570,REG4056
2073,05/12/2024, POS Billing,4354,REG4160
2074,04/05/2024, POS Billing,958,REG1028
2075,11/05/2024, POS Billing,233,REG1138
2076,17/05/2024, POS Billing,1163,REG1243
2077,25/05/2024, POS Billing,840,REG1339
2078,01/06/2024, POS Billing,571,REG1442
2079,07/06/2024, POS Billing,664,REG1508
2080,15/06/2024, POS Billing,1324,REG1628
2081,22/06/2024, POS Billing,1233,REG1733
2082,29/06/2024, POS Billing,588,REG1848
2083,05/07/2024, POS Billing,1190,REG1965
2084,20/07/2024, POS Billing,1464,REG2182
2085,03/08/2024, POS Billing,1894,REG2368
2086,10/08/2024, POS Billing,1109,REG2492
2087,17/08/2024, POS Billing,1181,REG2590
2088,24/08/2024, POS Billing,1594,REG2661
2089,31/08/2024, POS Billing,1412,REG2769
2090,06/09/2024, POS Billing,515,REG2872
2091,13/09/2024, POS Billing,1134,REG2984
2092,20/09/2024, POS Billing,936,REG3086
2093,27/09/2024, POS Billing,971,REG3188
2094,05/10/2024, POS Billing,1097,REG3287
2095,11/10/2024, POS Billing,710,REG3399
2096,18/10/2024, POS Billing,1179,REG3495
2097,26/10/2024, POS Billing,1224,REG3609
2098,01/11/2024, POS Billing,858,REG3689
2099,09/11/2024, POS Billing,778,REG3792
2100,16/11/2024, POS Billing,1433.5,REG3891
2101,23/11/2024, POS Billing,1145,REG3982
2102,30/11/2024, POS Billing,1238,REG4078
2103,07/12/2024, POS Billing,1240,REG4187
2104,06/05/2024, POS Billing,2111,REG1077
2105,14/05/2024, POS Billing,2345,REG1178
2106,21/05/2024, POS Billing,1828,REG1284
2107,27/05/2024, POS Billing,2388,REG1383
2108,04/06/2024, POS Billing,1706,REG1482
2109,10/06/2024, POS Billing,2110,REG1571
2110,18/06/2024, POS Billing,2071,REG1662
2111,25/06/2024, POS Billing,1795,REG1777
2112,01/07/2024, POS Billing,2698,REG1893
2113,08/07/2024, POS Billing,1102,REG2003
2114,16/07/2024, POS Billing,2180,REG2120
2115,23/07/2024, POS Billing,2614,REG2222
2116,30/07/2024, POS Billing,3282,REG2302
2117,06/08/2024, POS Billing,3326,REG2411
2118,13/08/2024, POS Billing,1785,REG2531
2119,27/08/2024, POS Billing,3747,REG2712
2120,01/09/2024, CASH,571430,9921
2121,03/09/2024, POS Billing,3347,REG2809
2122,09/09/2024, POS Billing,3317,REG2907
2123,17/09/2024, POS Billing,1867,REG3011
2124,24/09/2024, POS Billing,3867,REG3118
2125,30/09/2024, POS Billing,2949,REG3216
2126,08/10/2024, POS Billing,3730,REG3323
2127,15/10/2024, POS Billing,5140,REG3432
2128,21/10/2024, POS Billing,3444,REG3527
2129,28/10/2024, POS Billing,2592,REG3632
2130,05/11/2024, POS Billing,1962,REG3719
2131,11/11/2024, POS Billing,2470,REG3830
2132,18/11/2024, POS Billing,2384,REG3921
2133,25/11/2024, POS Billing,4219,REG4012
2134,02/12/2024, POS Billing,3671,REG4132
2135,09/12/2024, POS Billing,3150,REG4234
2136,06/05/2024, POS Billing,1126,REG1059
2137,20/05/2024, POS Billing,804,REG1274
2138,03/06/2024, POS Billing,886,REG1473
2139,17/06/2024, POS Billing,1980,REG1653
2140,01/07/2024, POS Billing,966,REG1880
2141,08/07/2024, POS Billing,502,REG1993
2142,15/07/2024, POS Billing,1216,REG2099
2143,30/07/2024, POS Billing,2329,REG2299
2144,12/08/2024, POS Billing,1242,REG2514
2145,26/08/2024, POS Billing,1273,REG2694
2146,02/09/2024, POS Billing,1092,REG2801
2147,16/09/2024, POS Billing,916,REG3002
2148,23/09/2024, POS Billing,805,REG3102
2149,30/09/2024, POS Billing,1020,REG3209
2150,14/10/2024, POS Billing,1652,REG3418
2151,28/10/2024, POS Billing,1079,REG3623
2152,11/11/2024, POS Billing,295,REG3814
2153,18/11/2024, POS Billing,970,REG3908
2154,25/11/2024, POS Billing,589,REG3996
2155,02/12/2024, POS Billing,906,REG4106
2156,09/12/2024, POS Billing,696,REG4212
2157,03/06/2024, POS Billing,280,REG1472
2158,10/06/2024, POS Billing,7349,REG1557
2159,17/06/2024, POS Billing,3745,REG1654
2160,22/07/2024, POS Billing,11299,REG2210
2161,02/09/2024, POS Billing,4091,REG2800
2162,02/09/2024, POS Billing,10108,REG2799
2163,07/10/2024, POS Billing,9137,REG3308
2164,11/11/2024, POS Billing,12290,REG3813
2165,01/05/2024, POS Billing,540,REG987
2166,08/05/2024, POS Billing,590,REG1092
2167,23/05/2024, POS Billing,460,REG1310
2168,29/05/2024, POS Billing,444,REG1401
2169,13/06/2024, POS Billing,950,REG1582
2170,19/06/2024, POS Billing,80,REG1689
2171,26/06/2024, POS Billing,1094,REG1800
2172,03/07/2024, POS Billing,1325,REG1918
2173,17/07/2024, POS Billing,1268,REG2139
2174,24/07/2024, POS Billing,820,REG2242
2175,31/07/2024, POS Billing,290,REG2327
2176,07/08/2024, POS Billing,1269,REG2438
2177,15/08/2024, POS Billing,1080,REG2546
2178,22/08/2024, POS Billing,1540,REG2621
2179,28/08/2024, POS Billing,575,REG2725
2180,04/09/2024, POS Billing,505,REG2831
2181,11/09/2024, POS Billing,1720,REG2927
2182,18/09/2024, POS Billing,590,REG3032
2183,25/09/2024, POS Billing,1910,REG3135
2184,02/10/2024, POS Billing,1034,REG3233
2185,09/10/2024, POS Billing,420,REG3341
2186,16/10/2024, POS Billing,290,REG3464
2187,23/10/2024, POS Billing,990,REG3553
2188,06/11/2024, POS Billing,1655,REG3739
2189,13/11/2024, POS Billing,1110,REG3849
2190,21/11/2024, POS Billing,400,REG3932
2191,27/11/2024, POS Billing,505,REG4027
2192,04/12/2024, POS Billing,1148,REG4145
2193,04/05/2024, POS Billing,5054,REG1035
2194,11/05/2024, POS Billing,422,REG1146
2195,18/05/2024, POS Billing,580,REG1266
2196,24/05/2024, POS Billing,280,REG1335
2197,25/05/2024, POS Billing,864,REG1353
2198,30/05/2024, POS Billing,190,REG1436
2199,01/06/2024, POS Billing,3948,REG1450
2200,15/06/2024, POS Billing,1058,REG1639
2201,22/06/2024, POS Billing,5533,REG1753
2202,05/07/2024, POS Billing,442,REG1973
2203,13/07/2024, POS Billing,668,REG2077
2204,20/07/2024, POS Billing,4803,REG2191
2205,03/08/2024, POS Billing,1165,REG2378
2206,10/08/2024, POS Billing,1055,REG2480
2207,17/08/2024, POS Billing,874,REG2596
2208,24/08/2024, POS Billing,4986,REG2672
2209,06/09/2024, POS Billing,555,REG2884
2210,13/09/2024, POS Billing,470,REG2973
2211,20/09/2024, POS Billing,5315,REG3090
2212,27/09/2024, POS Billing,205,REG3177
2213,04/10/2024, POS Billing,678,REG3271
2214,11/10/2024, POS Billing,941,REG3404
2215,18/10/2024, POS Billing,5520,REG3510
2216,25/10/2024, POS Billing,504,REG3594
2217,09/11/2024, POS Billing,469,REG3785
2218,23/11/2024, POS Billing,4442,REG3973
2219,07/12/2024, POS Billing,1240,REG4196
2220,11/05/2024, POS Billing,7000,REG1148
2221,22/06/2024, POS Billing,8789,REG1743
2222,03/08/2024, POS Billing,9528,REG2380
2223,13/09/2024, POS Billing,9139,REG2976
2224,26/10/2024, POS Billing,8386,REG3597
2225,07/12/2024, POS Billing,8673,REG4198
2226,27/05/2024, POS Billing,2936,REG1367
2227,10/06/2024, POS Billing,390,REG1556
2228,24/06/2024, POS Billing,774,REG1762
2229,01/07/2024, POS Billing,630,REG1878
2230,08/07/2024, POS Billing,4041,REG1991
2231,05/08/2024, POS Billing,660,REG2399
2232,12/08/2024, POS Billing,485,REG2513
2233,26/08/2024, POS Billing,1755,REG2693
2234,16/09/2024, POS Billing,1907,REG3001
2235,07/10/2024, POS Billing,3432,REG3307
2236,04/11/2024, POS Billing,272,REG3711
2237,25/11/2024, POS Billing,2231,REG3995
2238,06/05/2024, POS Billing,756,REG1067
2239,17/09/2024, POS Billing,1174,REG3014
2240,02/05/2024, POS Billing,7692,REG1018
2241,09/05/2024, POS Billing,7945,REG1127
2242,16/05/2024, POS Billing,8149,REG1227
2243,23/05/2024, POS Billing,6990,REG1327
2244,30/05/2024, POS Billing,5783,REG1429
2245,07/06/2024, POS Billing,8999,REG1523
2246,14/06/2024, POS Billing,9337,REG1607
2247,20/06/2024, POS Billing,9591,REG1720
2248,27/06/2024, POS Billing,7540,REG1836
2249,04/07/2024, POS Billing,9854,REG1952
2250,11/07/2024, POS Billing,9115,REG2058
2251,18/07/2024, POS Billing,9517,REG2175
2252,25/07/2024, POS Billing,8689,REG2279
2253,02/08/2024, POS Billing,7933,REG2358
2254,08/08/2024, POS Billing,8747,REG2469
2255,16/08/2024, POS Billing,10593,REG2582
2256,22/08/2024, POS Billing,5681,REG2653
2257,29/08/2024, POS Billing,7737,REG2764
2258,05/09/2024, POS Billing,9003,REG2864
2259,12/09/2024, POS Billing,9552,REG2954
2260,19/09/2024, POS Billing,6728,REG3063
2261,27/09/2024, POS Billing,5808,REG3172
2262,03/10/2024, POS Billing,10890,REG3262
2263,10/10/2024, POS Billing,9067,REG3374
2264,17/10/2024, POS Billing,9623,REG3487
2265,24/10/2024, POS Billing,12617,REG3583
2266,07/11/2024, POS Billing,12039,REG3765
2267,14/11/2024, POS Billing,7027,REG3878
2268,22/11/2024, POS Billing,9315,REG3962
2269,28/11/2024, POS Billing,7829,REG4067
2270,05/12/2024, POS Billing,8779,REG4174
2271,04/05/2024, POS Billing,2083,REG1044
2272,11/05/2024, POS Billing,1155,REG1152
2273,17/05/2024, POS Billing,1805,REG1258
2274,25/05/2024, POS Billing,1694,REG1351
2275,01/06/2024, POS Billing,1875,REG1453
2276,07/06/2024, POS Billing,1258,REG1502
2277,15/06/2024, POS Billing,966,REG1636
2278,22/06/2024, POS Billing,1596,REG1752
2279,29/06/2024, POS Billing,2431,REG1860
2280,05/07/2024, POS Billing,2819,REG1972
2281,13/07/2024, POS Billing,2750,REG2084
2282,03/08/2024, POS Billing,2415,REG2386
2283,10/08/2024, POS Billing,3435,REG2489
2284,17/08/2024, POS Billing,3211,REG2601
2285,24/08/2024, POS Billing,2388,REG2679
2286,31/08/2024, POS Billing,3127,REG2782
2287,06/09/2024, POS Billing,3413,REG2879
2288,14/09/2024, POS Billing,1076,REG2991
2289,14/09/2024, POS Billing,1543,REG2989
2290,20/09/2024, POS Billing,4220,REG3083
2291,27/09/2024, POS Billing,2951,REG3184
2292,04/10/2024, POS Billing,4208,REG3280
2293,11/10/2024, POS Billing,3296,REG3394
2294,18/10/2024, POS Billing,2880,REG3509
2295,26/10/2024, POS Billing,2831,REG3603
2296,09/11/2024, POS Billing,3556,REG3800
2297,23/11/2024, POS Billing,2603,REG3978
2298,30/11/2024, POS Billing,3366,REG4094
2299,07/12/2024, POS Billing,3369,REG4203
2300,13/05/2024, POS Billing,570,REG1173
2301,10/06/2024, POS Billing,475,REG1555
2302,24/06/2024, POS Billing,570,REG1763
2303,08/07/2024, POS Billing,570,REG1990
2304,05/08/2024, POS Billing,630,REG2398
2305,19/08/2024, POS Billing,630,REG2612
2306,09/09/2024, POS Billing,630,REG2897
2307,23/09/2024, POS Billing,630,REG3104
2308,07/10/2024, POS Billing,630,REG3306
2309,21/10/2024, POS Billing,630,REG3524
2310,04/11/2024, POS Billing,630,REG3710
2311,25/11/2024, POS Billing,420,REG3994
2312,14/05/2024, POS Billing,1772,REG1182
2313,21/05/2024, POS Billing,2218,REG1281
2314,27/05/2024, POS Billing,1822,REG1379
2315,04/06/2024, POS Billing,2388,REG1478
2316,10/06/2024, POS Billing,2815,REG1569
2317,18/06/2024, POS Billing,2072,REG1661
2318,25/06/2024, POS Billing,1380,REG1775
2319,01/07/2024, POS Billing,985,REG1892
2320,16/07/2024, POS Billing,2976,REG2117
2321,23/07/2024, POS Billing,1040,REG2221
2322,30/07/2024, POS Billing,5338,REG2305
2323,06/08/2024, POS Billing,1087,REG2410
2324,24/09/2024, POS Billing,3514,REG3117
2325,01/05/2024, POS Billing,336,REG995
2326,08/05/2024, POS Billing,270,REG1099
2327,15/05/2024, POS Billing,290,REG1212
2328,13/06/2024, POS Billing,816,REG1595
2329,27/06/2024, POS Billing,270,REG1812
2330,17/07/2024, POS Billing,174,REG2145
2331,24/07/2024, POS Billing,168,REG2250
2332,15/08/2024, POS Billing,210,REG2554
2333,28/08/2024, POS Billing,481,REG2736
2334,11/09/2024, POS Billing,580,REG2941
2335,18/09/2024, POS Billing,414,REG3041
2336,25/09/2024, POS Billing,505,REG3145
2337,09/10/2024, POS Billing,380,REG3354
2338,16/10/2024, POS Billing,710,REG3460
2339,23/10/2024, POS Billing,249,REG3561
2340,06/11/2024, POS Billing,834,REG3752
2341,21/11/2024, POS Billing,841,REG3938
2342,27/11/2024, POS Billing,290,REG4038
2343,04/12/2024, POS Billing,420,REG4154
2344,02/05/2024, POS Billing,2478,REG1011
2345,09/05/2024, POS Billing,1764,REG1126
2346,16/05/2024, POS Billing,290,REG1228
2347,23/05/2024, POS Billing,4314,REG1326
2348,25/06/2024, POS Billing,4698,REG1771
2349,04/07/2024, POS Billing,2772,REG1946
2350,11/07/2024, POS Billing,3096,REG2057
2351,18/07/2024, POS Billing,3994,REG2171
2352,25/07/2024, POS Billing,2822,REG2276
2353,01/08/2024, POS Billing,4907,REG2354
2354,08/08/2024, POS Billing,4582,REG2464
2355,22/08/2024, POS Billing,5004,REG2648
2356,29/08/2024, POS Billing,1340,REG2760
2357,04/09/2024, POS Billing,4984,REG2847
2358,19/09/2024, POS Billing,1852,REG3058
2359,26/09/2024, POS Billing,3868,REG3162
2360,02/10/2024, POS Billing,2425,REG3238
2361,03/10/2024, POS Billing,4014,REG3241
2362,10/10/2024, POS Billing,5624,REG3360
2363,17/10/2024, POS Billing,4324,REG3483
2364,24/10/2024, POS Billing,9128,REG3584
2365,30/10/2024, POS Billing,1156,REG3671
2366,07/11/2024, POS Billing,3432,REG3766
2367,14/11/2024, POS Billing,2428,REG3873
2368,21/11/2024, POS Billing,3140,REG3958
2369,28/11/2024, POS Billing,3326,REG4066
2370,05/12/2024, POS Billing,2479,REG4173
2371,04/05/2024, POS Billing,2158,REG1027
2372,11/05/2024, POS Billing,2744,REG1143
2373,17/05/2024, POS Billing,990,REG1244
2374,25/05/2024, POS Billing,2661.5,REG1340
2375,01/06/2024, POS Billing,2389,REG1441
2376,07/06/2024, POS Billing,2672,REG1507
2377,15/06/2024, POS Billing,2258.5,REG1627
2378,22/06/2024, POS Billing,909.5,REG1734
2379,29/06/2024, POS Billing,2887,REG1847
2380,05/07/2024, POS Billing,1538,REG1964
2381,13/07/2024, POS Billing,2118.5,REG2069
2382,03/08/2024, POS Billing,4652,REG2369
2383,10/08/2024, POS Billing,2367.5,REG2493
2384,17/08/2024, POS Billing,2667,REG2591
2385,24/08/2024, POS Billing,3037.5,REG2660
2386,31/08/2024, POS Billing,2879,REG2770
2387,06/09/2024, POS Billing,1706.5,REG2871
2388,13/09/2024, POS Billing,3368.5,REG2985
2389,20/09/2024, POS Billing,2272,REG3087
2390,27/09/2024, POS Billing,2934,REG3189
2391,05/10/2024, POS Billing,1962,REG3286
2392,11/10/2024, POS Billing,3445,REG3398
